DB00001,-0.540512085,0.092157982,0.207670316,0.862200201,0.027476951,0.264243633,-0.318120003,0.782378972,0.528774619,-0.555405259,-0.564396441,-0.962679148,0.436288506,0.458396554,-0.726142466,0.210273206,0.508894861,-0.257993758,-0.15556258,0.070200302,-0.559980392,-0.055085674,0.501433134,-0.610793591,0.20014666,-0.130834371,-0.459934145,0.21917133,-0.446948349,0.844013035,0.498319417,0.160800755,0.28933692,1.255531669,-0.376350343,0.037448294,-0.727737248,0.304960549,0.580407917,0.018787345,0.275166512,0.224416226,0.448559046,0.224880844,0.850475967,-0.099512734,-0.124339484,-0.045414194,-0.656435549,0.464744151,0.23419401,-0.327765107,-0.386757255,0.626896322,1.332466364,1.002473235,-0.096364915,-0.273392975,-0.38266024,0.259769142,-0.574071705,-0.217167005,0.235089049,-0.425414085
P00734,-0.677274287,0.286098182,0.491006643,0.88932842,-0.065397844,0.150812671,-0.167208388,0.490411133,0.063002966,-0.333331972,-0.46278882,-1.024350166,0.528920889,0.857328713,-0.593675494,0.408331722,0.458371788,-0.357535928,-0.056777753,0.170099974,-0.397774071,0.413993448,0.406806648,-0.520999551,-0.011135323,-0.361132205,0.019842273,0.64562279,-0.258972675,0.42458725,0.131408274,0.208086446,0.306702107,0.604653955,0.054796293,0.400164217,-0.300553858,0.274479568,0.561712205,0.310659617,-0.163870454,0.536101997,0.193589419,0.172701478,0.697003543,-0.150853023,-0.336513579,0.001438345,-0.805161595,-0.090662129,0.199891672,-0.629672468,0.054102391,0.800537527,0.832549214,0.343210191,0.078096338,-0.036137812,-0.070790306,-0.013410497,-0.627400339,-0.364664316,0.01688602,-0.28516233
DB00002,0.083409958,0.493797541,0.228755355,-0.018126983,-0.48317495,0.16607672,0.235328108,1.069189191,-0.201625228,1.030033946,-0.594906032,0.946046531,1.185775757,0.574977517,-0.07192985,-0.453185618,0.489487082,-0.785886228,0.163006783,0.268815905,0.225327179,0.893892884,-0.29832691,-0.140379325,-0.086856529,-0.05338379,0.149545342,-0.810371935,-0.754116476,-1.030129433,0.750492513,0.853495896,-0.547229946,0.17062968,-0.194016695,0.025348317,0.75567323,0.617618322,0.048688795,-0.238782763,-0.216283202,0.037469454,0.611126781,0.327397645,-0.308894992,-0.165362075,-1.162209034,-0.058319762,0.006694297,0.710047364,-0.192551062,0.679711998,0.213794351,0.083879471,0.703756154,0.705516636,0.287372708,-0.554012656,0.048669655,-0.026507666,0.243556887,0.011453116,-0.531214476,0.477717489
P00533,0.564742327,-0.102836065,-0.006208587,0.391906142,-0.673503339,0.193608612,-0.161899462,0.226795852,-1.257881522,0.453504384,-0.093286857,1.251747966,-0.443451852,0.22318171,-0.502012193,-0.420516849,0.201756939,0.525140941,-0.634975791,-0.217431501,-0.041843407,-0.02000672,-0.486172438,-0.573430717,-0.555259466,0.298822373,0.396895856,0.16573067,0.320142925,-0.095579863,0.201655716,0.447290808,-0.69285816,0.114005424,0.144118592,0.443403542,0.575106025,-0.160592511,0.416121274,0.416795671,0.747294068,0.254563779,0.68612045,-0.264816374,-0.226638138,-0.2843104,-1.052616835,-0.333113015,0.123390153,0.49978441,0.433900714,0.828002095,0.129417524,0.054715205,-0.162010327,0.083524078,0.232129559,-0.426136255,0.57806313,-0.323532134,0.063349456,-0.30723089,-0.071109779,0.379133612
O75015,0.274759918,0.589039207,0.282539427,-0.334546894,-0.833500683,0.174489543,-0.532150328,1.200007558,0.628423393,0.485096484,-0.437084436,0.142634645,0.755268157,0.677057028,-0.262400448,-0.136697277,0.577059865,-0.715508938,0.464510947,0.105569333,0.468254209,0.326742262,0.110923916,-0.402740359,0.280113935,-0.214937836,-0.093154497,-0.462000668,-0.565593481,-1.794117689,0.579479098,1.549741983,-0.620021641,0.076847129,0.027174443,-0.026432773,0.569025636,0.69025439,0.167480662,-0.334337264,-0.20314613,0.150622964,0.482416064,0.519087076,-0.936796904,-0.301077932,-0.710065722,0.166398481,-0.039954104,0.522260189,-0.074882917,0.134075448,0.052672252,0.17268005,0.901889026,0.080927365,0.71450001,-0.376349658,-0.12438751,0.471255839,-0.608806014,0.237059027,0.245924145,0.399531871
P02745,0.210582942,0.554078579,0.245184168,-0.943610132,-0.629553974,-0.07124041,-0.224166021,1.061323524,0.175539449,0.884529769,-0.485403031,0.723345578,1.147443414,0.476482242,0.114562184,-0.177304775,0.917575181,-0.63062042,0.776921153,0.377796322,0.628544629,0.967660129,-0.32392633,-0.402629465,0.070749693,-0.231046021,0.074834414,-0.868944824,-1.017379761,-0.719880342,0.399670005,1.128604412,0.096501604,0.362514615,-0.333714634,-0.000651499,0.834890544,0.67623651,-0.443005651,-0.037668161,-0.497252792,0.758417487,0.705679715,0.212232813,-0.042654172,-0.261318237,-0.729781866,-0.57512635,0.144321755,0.315953046,-0.507196188,0.304412305,0.627239585,-0.189529598,1.061538339,0.42186144,0.364060849,0.356185108,0.080763228,0.503591239,-0.059386507,0.086602233,0.167102069,0.153145969
P02746,0.011979263,0.429905266,0.18964757,-0.281320155,-0.006996378,0.298192114,0.247237846,0.783370674,0.012090373,0.902134717,-0.376169264,0.231703326,0.761449337,0.105968982,0.206557915,-0.501457989,0.409835815,-0.80893892,0.176017195,-0.196776599,0.901991904,0.9723683,-0.2037604,-0.13976185,-0.043041203,-0.609191656,0.429147393,-0.290754199,-1.377462983,-0.564183772,0.329310119,0.394093275,-0.056683458,0.265475512,0.163536981,-0.212113142,0.12353912,0.46179235,-0.035886221,0.037989791,0.284160525,0.407864124,0.508445859,0.330522805,0.076346867,0.177828968,-0.758602798,-0.60777837,0.007386639,0.140224054,0.021750648,0.183325782,0.37084648,0.22056289,0.858717024,0.601006627,0.695860803,-0.216068059,-0.014451523,0.432475448,-0.069808513,0.081773788,0.098488197,0.062912427
P02747,-0.084770493,0.433086246,0.104280815,-0.128314883,-0.204858527,0.322766572,-0.183450624,0.629141152,-0.086666271,0.938611329,-0.452531755,-0.095101811,0.869895875,-0.245813131,0.341864109,-0.43570596,0.075009495,-0.844080448,0.380290449,-0.079897471,0.492765814,0.978639841,-0.12343812,-0.246557489,0.187898636,-0.564029753,0.364051998,-0.304624021,-1.373344183,-0.325875759,0.581528366,0.710576594,0.042664077,0.076231703,0.077640936,-0.027571121,0.247616604,0.391833186,-0.081674956,0.081488803,-0.310343713,0.39227435,0.585059583,0.121131048,-0.226061493,-0.172650322,-0.630952001,-0.074262299,-0.126498833,-0.145743042,-0.380631894,0.039577249,0.533819973,-0.072888955,1.082674384,0.380026937,0.364775062,-0.368727118,0.160047472,0.25532335,0.31390816,0.126815915,-0.038092941,-0.263530672
P08637,0.244212374,0.757651687,0.396750778,-0.805597723,-0.967296898,-0.186735332,-0.288138688,0.928432465,0.423911661,1.06376636,-0.424745589,0.323479891,0.835098743,0.673596025,-0.223173961,-0.054784376,0.541491866,-0.941159606,0.301525205,0.308673441,0.481687278,0.653020918,0.047142297,-0.3092435,0.740066886,0.215620697,0.074630871,-0.542342126,-0.886565447,-1.523205996,0.296791613,1.472687364,-0.572178364,0.220211685,-0.213178039,-0.28985405,0.506936848,0.589505315,-0.215942353,-0.02098958,-0.266271442,-0.042640969,0.579093635,0.413964212,-0.858856201,-0.05613555,-0.971216142,0.138044283,0.184937298,-0.074507765,-0.444578141,-0.111723773,0.52887249,-0.077542938,0.755819857,0.090785645,0.836425841,-0.445436388,-0.132247537,0.463332057,-0.537703753,0.06426727,0.13855584,0.461871952
P12314,0.248543888,0.419710487,0.473387659,-0.231913999,-0.875212252,0.012687756,-0.388496548,1.180522919,-0.141374633,0.497320503,-0.290689707,-0.336354792,0.73341465,0.683796883,0.132929996,0.516213775,0.979612291,-0.65914911,0.452289492,0.044201419,0.49790284,0.478631467,0.165719643,0.146501735,0.279912502,0.438292921,-0.318003535,-0.711507618,-0.372534484,-1.824527025,0.504463971,1.579572439,-0.579635501,-0.016485952,-0.275085896,-0.085696518,0.55412966,0.359596819,-0.26781109,-0.290008157,-0.223904282,0.328712553,0.842985034,0.006297933,-0.855240405,-0.314944595,-0.583459973,0.281270713,0.401724845,0.183037311,0.295160562,0.376747936,0.245676354,0.180982754,1.146209598,0.334207326,0.578086734,-0.541897655,0.09888725,0.533903062,-0.655851543,-0.311583579,-0.180593684,0.414613098
P12318,-0.10541337,0.782049477,0.122932725,-0.282433033,-0.825775623,-0.167727157,0.056759674,1.079814792,0.503645003,1.043796778,-0.247525305,0.663329601,0.165007666,1.060681581,0.047869682,0.456044346,0.473446518,-0.432613373,0.406882554,0.294891596,0.627372086,0.809647679,0.063515641,-0.141465619,0.079934411,-0.339140445,0.021167789,-0.902150452,-1.151886344,-1.25152564,0.798394918,1.59051466,-0.663259029,0.458213031,-0.469287336,0.102076247,0.67495501,0.618297517,-0.382869661,0.092388682,-0.287231058,0.57781297,1.06465745,0.663122535,-0.687268794,-0.213816628,-1.109245181,0.055758428,0.095902599,0.15980953,-0.38795653,0.045097221,0.531660676,-0.083796591,0.801452279,-0.198979363,0.338478148,-0.220685959,-0.48913455,0.226952851,0.121722691,-0.197308227,-0.036637422,0.461350113
DB00004,-0.934111059,-1.468407869,0.390740484,0.61789757,0.42747575,-1.074227452,0.237233773,0.855733871,-0.925690711,0.062903479,0.093839884,-0.551505268,-0.880029738,0.299852282,0.180647343,0.007009009,-0.570316136,0.251917869,-1.130406618,-0.795326948,0.695931673,0.581165671,1.058858752,-0.06910152,0.728435516,1.70973742,-0.101665586,-0.997240186,-1.104351282,0.190551817,0.836765289,1.167698026,0.471417665,0.47010389,-0.14588964,0.587003291,-0.238466278,0.149708599,0.279002786,-1.05249083,-0.403001457,0.475599766,-0.821490705,0.827237248,-0.422238916,-0.511765718,-0.053806916,0.821101665,-1.375686288,0.112321556,0.402091295,1.013544798,0.262075633,1.395920753,-1.475095272,0.078860328,0.839144707,0.019379677,-0.580007672,0.116063587,0.254122168,-0.400047541,-0.707867384,-0.473590374
P01589,-0.815948069,-1.152334094,0.140802756,0.453843594,0.216032386,-0.600274324,0.463864416,0.515700102,-0.659422517,0.08543276,-0.221705839,-0.442059577,-0.043271273,0.46803233,-0.303063542,-0.389620751,-0.407332361,0.14421837,-0.788766623,-0.930277944,1.199448109,0.628912091,1.353163242,-0.239902556,0.66936779,1.479614019,-0.07157658,-1.378903866,-1.196943045,-0.157389536,1.138854742,1.065530658,0.043613374,0.298837781,-0.59762907,0.534124911,-0.583025396,0.316770583,0.044097189,-0.90902108,-0.365396559,0.630476654,-1.571807504,1.19542706,-0.132075727,-0.030902442,0.199032724,0.528293371,-0.917162478,0.065679871,0.587248623,0.580531478,0.753777862,1.261208892,-1.61629951,0.118794493,1.104735374,0.100661822,-0.320526838,-0.128528357,0.648314655,-0.217794776,-1.024994016,-0.522208333
P14784,-1.00510776,-1.48229301,-0.162288412,0.40683189,0.114829257,-0.682742536,0.067620173,0.687258184,-0.458001018,0.032582626,0.329560518,-0.204375699,-0.385545552,0.180478901,-0.080422349,-0.391754746,-0.899425209,0.591142297,-0.856351733,-0.882597268,0.833812594,0.42102766,1.364092708,0.069661811,0.529548705,1.667440057,0.124687843,-1.060576677,-1.056693077,-0.437626809,0.346951604,1.228678346,0.168770775,0.507520676,-0.174446732,0.014805574,-0.498793393,0.04657938,0.049336683,-0.72278583,0.12749286,0.852002859,-1.587404013,0.65575707,0.053370174,-0.403923392,0.337817609,0.413223177,-1.07542479,0.271844447,0.400158197,0.574410856,0.522915661,1.355823159,-1.856707215,0.27543363,1.56036365,-0.041759234,-0.550073743,0.583800972,0.285524815,-0.429097176,-0.934354901,-0.443971127
